"RANK","NAME","TEAM","CUR","POS","AGE","GP","MpG","USG%","TO%","FTA","FT%","2PA","2P%","3PA","3P%","eFG%","TS%","PpG","RpG","ApG","SpG","BpG","TOpG","P+R","P+A","P+R+A","VI","ORtg","DRtg"
"","John Collins","Lac","*","F-C","28.5","54","27.7","19.1","12.5","112","0.786","345","0.629","175","0.423","0.631","0.653","13.8","5.2","1","0.8","0.8","1.4","19","14.7","19.9","6","122.4","109.2"
"","Jalen Suggs","Orl","*","G","24.8","40","26.3","23.8","18.6","94","0.851","204","0.559","242","0.335","0.528","0.565","13.8","3.8","5.3","1.9","0.8","2.6","17.6","19.1","22.8","9.9","109.4","104.1"
"","Zach Edey","Mem","*","C","23.8","11","25.8","20.2","20.9","32","0.781","93","0.656","5","0.2","0.638","0.669","13.6","11.1","1.1","0.6","1.9","2.4","24.7","14.7","25.8","8.5","120.5","102.3"
"","Collin Gillespie","Pho","*","G","26.7","64","28.9","19.2","13.2","76","0.855","225","0.453","471","0.425","0.578","0.596","13.6","4.2","4.8","1.3","0.2","1.7","17.8","18.4","22.6","9","123.9","112.9"
"","Jaylon Tyson","Cle","*","G-F","23.3","60","27.6","18.8","12.6","97","0.753","334","0.533","276","0.457","0.602","0.618","13.5","5.2","2.2","0.8","0.4","1.5","18.7","15.7","20.9","7.8","121.4","109.1"
"","Reed Sheppard","Hou","*","G","21.7","64","25.8","22","11.7","77","0.805","304","0.48","429","0.394","0.545","0.561","13.5","2.8","3.2","1.4","0.7","1.5","16.3","16.7","19.5","7.7","117","108.5"
"","Kyle Kuzma","Mil","*","F","30.6","59","26.7","21.7","13.3","170","0.724","406","0.554","200","0.365","0.552","0.582","13.4","4.7","2.6","0.6","0.4","1.6","18.1","16","20.7","8.2","112.7","114.4"
"","Cedric Coward","Mem","*","G","22.5","51","26.1","21.2","15","134","0.843","303","0.558","224","0.344","0.54","0.582","13.4","6.4","2.8","0.6","0.4","1.8","19.7","16.2","22.5","9.5","113.8","111.5"
"","Bobby Portis","Mil","*","F","31.1","61","24","22.5","8.6","58","0.724","396","0.518","261","0.46","0.586","0.595","13.3","6.3","1.5","0.5","0.2","1","19.6","14.9","21.2","8.3","116.3","112.9"
"","Scoot Henderson","Por","*","G","22.1","14","22.9","26.6","20.6","48","0.833","71","0.535","79","0.291","0.483","0.541","13.2","2.7","4.2","0.4","0.3","2.8","15.9","17.4","20.1","9.3","106.4","109"
"","Jeremiah Fears","Nor","*","G","19.4","66","25.4","24.8","16.4","177","0.797","550","0.467","222","0.329","0.475","0.514","13.2","3.7","3.3","1.2","0.4","2.3","17","16.5","20.3","8.6","100.9","115.1"
"","Aaron Nesmith","Ind","*","G-F","26.4","37","29.6","19.7","10.5","97","0.825","192","0.427","227","0.352","0.482","0.524","13.1","4.5","2.1","0.6","0.6","1.3","17.5","15.2","19.6","6.7","106","114"
"","Brandon Williams","Dal","*","G","26.3","56","22.2","25.5","16.6","246","0.78","401","0.551","136","0.243","0.504","0.568","13.1","2.9","3.8","0.9","0.3","1.9","16","16.9","19.8","9.5","111.1","111.7"
"","Tobias Harris","Det","*","F","33.7","48","28.3","18.6","9","124","0.879","326","0.518","182","0.33","0.51","0.557","13.1","5.1","2.2","1","0.3","1","18.2","15.3","20.4","7.5","117.7","108.4"
"","De'Anthony Melton","Gol","*","G","27.8","35","22.5","26.4","13.1","94","0.819","210","0.514","182","0.297","0.482","0.525","13","3.1","2.3","1.6","0.4","1.7","16.1","15.3","18.4","8","103.6","107"
"","Quentin Grimes","Phi","*","G","25.8","59","29.8","18.2","16.3","186","0.839","250","0.584","314","0.338","0.541","0.593","13","3.6","3.4","0.9","0.4","1.9","16.6","16.4","20","7.3","115.4","113.9"
"","Keldon Johnson","San","*","F-G","26.4","65","23.3","20.1","9","152","0.789","393","0.616","204","0.382","0.601","0.631","12.9","5.5","1.3","0.6","0.1","0.9","18.4","14.2","19.7","7.8","127","105.3"
"","Brice Sensabaugh","Uta","*","F","22.4","62","22.2","23.3","11.2","151","0.834","292","0.558","339","0.339","0.532","0.571","12.9","3","1.6","0.7","0.1","1.3","15.8","14.5","17.4","7.1","110.8","118.1"
"","Miles McBride","Nyk","*","G","25.5","35","28","17.7","7.2","43","0.814","119","0.462","243","0.42","0.575","0.592","12.9","2.6","2.8","0.9","0.2","0.8","15.5","15.7","18.2","6.5","125","112"
"","Jaden Hardy","Was","*","G","23.7","10","19.7","28.6","12.8","23","0.783","53","0.472","56","0.357","0.505","0.537","12.8","2","0.8","0.2","0.2","1.6","14.8","13.6","15.6","5.6","97.9","118.3"
"","Toumani Camara","Por","*","F","25.8","66","33.6","16.1","14.9","114","0.675","238","0.571","471","0.352","0.543","0.558","12.8","5.4","2.5","1","0.4","1.9","18.2","15.4","20.8","6.6","111.5","111.7"
"","Dennis Schroder","Sac","","G","32.5","40","26.4","22.5","15.8","133","0.82","256","0.449","166","0.343","0.475","0.531","12.8","3.1","5.3","0.8","0.2","2","15.8","18","21.1","9","109.7","119.3"
"","Noah Clowney","Bro","*","F-C","21.7","59","28","20.3","13.9","212","0.807","216","0.505","365","0.334","0.503","0.56","12.8","4.1","1.7","0.8","0.7","1.6","16.9","14.5","18.7","6.4","108.6","113.4"
"","Kristaps Porzingis","Gol","*","F-C","30.6","3","20.2","28.5","11","11","0.727","18","0.5","14","0.286","0.469","0.516","12.7","3.3","2.7","0","2","1.3","16","15.3","18.7","9.6","106.8","109.9"
"","Max Christie","Dal","*","G","23.1","60","29.6","16.8","11.2","107","0.879","238","0.513","350","0.406","0.57","0.601","12.7","3.5","2.1","0.5","0.3","1.2","16.2","14.9","18.4","6.1","114.2","115.3"
"","Tre Johnson","Was","*","G","20","51","24.1","22.2","12.5","83","0.88","271","0.491","270","0.381","0.531","0.561","12.7","2.8","2","0.6","0.3","1.5","15.5","14.7","17.6","6.9","107.8","119.9"
"","Sam Merrill","Cle","*","G","29.8","41","25.7","17","8.8","48","0.854","75","0.547","296","0.446","0.644","0.662","12.7","2.3","2.3","0.6","0.1","0.9","15","15","17.3","6.3","130.1","110.8"
"","Donte DiVincenzo","Min","*","G","29.1","65","31.1","16.7","12.5","90","0.767","155","0.51","509","0.389","0.566","0.583","12.6","4.4","4.2","1.4","0.4","1.5","17","16.8","21.2","7.9","120.3","109.2"
"","Malik Monk","Sac","*","G","28.1","53","22","24.2","12","90","0.878","279","0.477","270","0.396","0.535","0.566","12.6","1.9","2.7","0.6","0.4","1.4","14.5","15.2","17.2","7.3","109.8","119"
"","Jaylen Wells","Mem","*","F","22.5","63","26.6","19.4","9.8","156","0.776","310","0.513","336","0.354","0.522","0.557","12.6","3.3","1.7","0.9","0.1","1.1","15.9","14.3","17.6","6.2","111.7","113.2"
"","Brandin Podziemski","Gol","*","G","23","65","27.9","19.4","13.2","154","0.753","351","0.519","310","0.368","0.534","0.564","12.6","5.2","3.8","1.1","0.2","1.6","17.8","16.4","21.6","9","115.1","111.2"
"","Tre Jones","Chi","*","G","26.2","48","26.8","17.8","13.3","158","0.829","320","0.6","90","0.322","0.574","0.628","12.5","2.9","5.5","1.2","0.2","1.3","15.4","18.1","20.9","8.7","130.7","116.5"
"","Deandre Ayton","Lal","*","C","27.6","56","27.3","16.8","12.8","96","0.646","477","0.667","0","0","0.667","0.672","12.5","8.3","0.9","0.6","0.9","1.3","20.8","13.3","21.6","6.6","128.9","108.8"
"","Ace Bailey","Uta","*","F","19.6","57","26.9","20.1","10.7","62","0.742","369","0.518","272","0.338","0.513","0.527","12.4","4","1.7","0.9","0.5","1.4","16.4","14","18.1","6.5","105.6","116.6"
"","Coby White","Cha","*","G","26.1","6","18.3","30.4","13","23","0.783","33","0.485","27","0.296","0.467","0.528","12.3","2.3","4","0.5","0","1.5","14.7","16.3","18.7","10.6","114.4","108"
"","Myles Turner","Mil","*","C-F","30","60","27.6","18.7","11","152","0.743","232","0.517","332","0.389","0.556","0.586","12.3","5.5","1.5","0.7","1.6","1.2","17.8","13.9","19.3","6.8","114.8","111.7"
"","Khris Middleton","Dal","*","F","34.6","13","24.7","22.3","17.2","44","0.886","89","0.483","36","0.306","0.476","0.547","12.2","3.8","3","0.5","0","2","16","15.2","19","8.4","106.9","110.5"
"","Nic Claxton","Bro","*","C","26.9","59","28.8","17.4","14.1","210","0.614","490","0.588","16","0.188","0.578","0.597","12.1","7.1","4","0.7","1.2","1.4","19.2","16.1","23.2","9.7","126","113.8"
"","Jonathan Kuminga","Gol","","F","23.4","20","23.8","23.9","19.1","66","0.742","141","0.504","53","0.321","0.497","0.543","12.1","5.9","2.5","0.4","0.3","2.3","18","14.6","20.5","9.5","103.5","110.7"
"","Cam Thomas","Mil","*","G","24.4","14","17.2","31.4","12.1","50","0.78","86","0.523","45","0.289","0.492","0.549","12","1.7","2.1","0.1","0.1","1.3","13.7","14.1","15.8","8.1","106.9","121.5"
"","Moses Moody","Gol","*","G","23.8","59","25.5","18","9.3","109","0.771","171","0.526","366","0.402","0.578","0.603","11.9","3.3","1.6","0.9","0.5","0.9","15.3","13.6","16.9","6.2","118.7","111.5"
"","Klay Thompson","Dal","*","G","36.1","58","22","22.8","8.3","40","0.75","169","0.42","448","0.384","0.533","0.542","11.9","2.3","1.4","0.5","0.3","1","14.1","13.2","15.5","6.1","104.1","115.4"
"","Derik Queen","Nor","*","C","21.2","65","25.4","21.5","20.1","215","0.786","540","0.511","65","0.262","0.498","0.552","11.9","7.1","3.9","1","0.9","2.3","18.9","15.8","22.9","10.9","109.9","108.4"
"","Duncan Robinson","Det","*","F","31.9","62","27.8","15.6","6.9","91","0.769","122","0.582","444","0.396","0.592","0.611","11.9","2.6","1.9","0.6","0.3","0.7","14.6","13.9","16.5","5.6","126.3","109.3"
"","Jared McCain","Okc","*","G","22.1","14","19.2","23.6","10.9","22","0.909","55","0.527","67","0.433","0.594","0.627","11.8","2.6","0.9","0.6","0","1.1","14.4","12.7","15.3","6.3","117","105.1"
"","Josh Hart","Nyk","*","G","31","54","30","16.9","17.6","102","0.706","291","0.577","204","0.377","0.573","0.592","11.8","7.6","5.1","1.1","0.3","2","19.4","16.9","24.5","10.3","121","105.5"
"","Donovan Clingan","Por","*","C","22","61","27.3","16.4","12.2","163","0.65","334","0.632","192","0.333","0.584","0.602","11.8","11.5","2.1","0.5","1.5","1.2","23.3","14","25.5","9.6","131.6","107.9"
"","Marvin Bagley III","Dal","*","F","27","9","23.1","19","8.5","27","0.556","68","0.588","7","0.429","0.593","0.599","11.6","8.3","1.6","0.3","0.8","0.8","19.9","13.1","21.4","9.3","127","108.3"
"","Mark Williams","Pho","*","C","24.2","56","23.6","17.4","12.5","163","0.767","411","0.633","1","1","0.635","0.67","11.6","8","1","0.9","0.9","1.1","19.6","12.6","20.6","7.7","135.7","105.4"
"","Rui Hachimura","Lal","*","F","28.1","53","29.1","15.1","7","54","0.759","256","0.555","219","0.438","0.602","0.615","11.6","3.3","0.9","0.5","0.3","0.7","14.9","12.5","15.8","4.5","119.7","115.7"
"","Jaden Ivey","Chi","*","G","24.1","4","28.9","16.7","14.2","9","0.889","15","0.467","21","0.381","0.528","0.576","11.5","4.8","4","2","0.5","1.5","16.3","15.5","20.3","8.4","119.2","111.1"
"","Dyson Daniels","Atl","*","G","23","62","33.3","15.9","15","99","0.606","542","0.57","91","0.132","0.517","0.528","11.5","6.6","6.2","1.9","0.4","1.8","18.1","17.7","24.3","9.3","117.5","111.6"
"","Wendell Carter Jr.","Orl","*","C-F","26.9","60","29.4","15.5","13","169","0.799","310","0.61","184","0.321","0.562","0.607","11.5","7.5","2.1","0.8","0.7","1.2","19","13.6","21.1","7.7","124","103.4"
"","Rayan Rupert","Mem","*","G-F","21.8","8","28.1","15.7","9.1","18","0.778","39","0.487","31","0.419","0.55","0.584","11.4","5.5","0.9","1.5","0.5","0.9","16.9","12.3","17.8","5.5","117.1","102.3"
"","Scotty Pippen Jr.","Mem","*","G","25.3","10","21.2","26","21.9","23","0.783","64","0.516","32","0.313","0.5","0.537","11.4","2.2","4.7","1.9","0.4","2.7","13.6","16.1","18.3","9.3","103.4","104"
"","Isaiah Collier","Uta","*","G","21.4","55","25.7","19.9","23.1","192","0.719","370","0.559","90","0.278","0.532","0.576","11.4","2.5","7.3","1.1","0.3","2.5","13.9","18.7","21.2","9.2","115","116.9"
"","Kel'el Ware","Mia","*","C","21.9","61","22.6","18.1","9","80","0.775","350","0.609","177","0.39","0.601","0.618","11.4","9.3","0.5","0.9","1.1","0.9","20.7","11.9","21.3","6.6","127.4","104.1"
"","Caleb Love","Por","*","G","24.5","45","22.2","23.1","11.3","49","0.735","195","0.492","290","0.321","0.486","0.5","11.3","2.5","2.7","0.6","0.1","1.4","13.8","14","16.5","7.6","105.7","117"
"","Derrick Jones Jr.","Lac","*","F","29.1","32","26.8","16.3","9.1","68","0.765","147","0.619","113","0.372","0.592","0.621","11.3","3","1.3","0.9","1.1","0.8","14.2","12.5","15.5","5.3","124.5","113.1"
"","Cam Spencer","Mem","*","G","25.9","62","23.9","17.4","14.6","118","0.932","198","0.53","287","0.443","0.609","0.653","11.3","2.7","5.5","0.7","0.2","1.3","14","16.8","19.5","9.2","133.1","115.9"
"","Jock Landale","Mem","","C","30.4","45","23.6","18.5","10.6","89","0.674","260","0.581","129","0.38","0.577","0.594","11.3","6.5","1.7","0.6","0.5","1","17.8","13","19.5","8.5","125.5","110.5"
"","Julian Champagnie","San","*","F","24.7","65","27.8","15.2","9.7","120","0.833","127","0.591","414","0.386","0.582","0.615","11.2","5.9","1.5","0.8","0.4","0.9","17.1","12.7","18.6","6.7","122.2","108"
"","Isaiah Joe","Okc","*","G","26.7","57","22","18.1","7.3","110","0.891","96","0.552","346","0.41","0.602","0.642","11.1","2.7","1.5","0.7","0.2","0.6","13.7","12.5","15.2","6.5","127.7","104.9"
"","Cameron Johnson","Den","*","F","30","39","30.4","14.8","9.6","85","0.835","158","0.487","171","0.404","0.549","0.59","11.1","3.7","2.3","0.6","0.3","0.9","14.8","13.4","17.2","6","121","114.1"
"","Jarace Walker","Ind","*","F","22.5","64","25.1","20.6","16.3","152","0.763","310","0.452","291","0.361","0.495","0.532","11.1","5","2.3","0.8","0.3","1.8","16.1","13.4","18.4","8","100.3","113.6"
"","Dylan Harper","San","*","G","20","54","22.1","22","13.4","105","0.733","365","0.559","134","0.291","0.526","0.552","11.1","3.3","3.8","0.9","0.3","1.4","14.4","14.9","18.2","9.4","113.6","106.1"
"","Alondes Williams","Was","*","G","26.7","4","25.2","14.3","15.9","8","0.875","12","0.917","14","0.357","0.712","0.745","11","6.3","3","0.8","0.8","1.3","17.3","14","20.3","9.4","140.7","120.4"
"","Ayo Dosunmu","Min","*","G","26.1","12","25.3","17","9.5","14","0.857","70","0.6","35","0.343","0.571","0.594","11","1.9","2.5","0.9","0.2","0.9","12.9","13.5","15.4","5.9","119.4","110.5"
"","GG Jackson","Mem","*","F","21.2","44","20.4","22.1","14.8","101","0.713","228","0.592","141","0.34","0.561","0.588","11","4.3","1.4","0.6","0.8","1.5","15.3","12.5","16.7","7.9","109","111.9"
"","Maxime Raynaud","Sac","*","C","22.9","58","25","17.5","11.6","105","0.79","440","0.595","46","0.239","0.573","0.601","11","7.3","1.2","0.5","0.5","1.1","18.3","12.2","19.5","7.3","119.9","112.9"
"","Rudy Gobert","Min","*","C","33.7","62","31.5","12.6","17.6","258","0.5","381","0.714","4","0","0.706","0.675","10.9","11.5","1.7","0.8","1.6","1.3","22.3","12.6","24","7.6","136.8","105.8"
"","Jusuf Nurkic","Uta","*","C","31.5","41","26.4","19.4","22","113","0.549","287","0.54","71","0.352","0.538","0.548","10.9","10.4","4.8","1.3","0.5","2.5","21.3","15.7","26","12.4","110.9","106.6"
"","Kevin Huerter","Chi","","G-F","27.5","44","23.6","19.4","10.8","56","0.732","181","0.63","223","0.314","0.542","0.559","10.9","3.8","2.6","0.8","0.6","1.1","14.7","13.5","17.4","8.1","111","112.2"
"","Sandro Mamukelashvili","Tor","*","F-C","26.8","62","22.1","18.4","9.3","116","0.75","263","0.643","224","0.371","0.603","0.626","10.9","4.8","1.9","0.8","0.6","0.8","15.7","12.8","17.6","8.4","127","106.9"
"","Tari Eason","Hou","*","F","24.8","42","26.5","18.3","12.8","40","0.7","217","0.465","191","0.398","0.527","0.538","10.9","6.2","1.6","1.3","0.5","1.4","17.1","12.5","18.7","7.2","112.6","105.4"
"","Taylor Hendricks","Mem","*","F","22.3","13","24","18","11.1","21","0.524","61","0.557","51","0.392","0.571","0.573","10.7","4.7","1.5","1","0.7","1.1","15.4","12.2","16.9","7","113.6","108.8"
"","Christian Braun","Den","*","G","24.9","29","31.8","14.3","12.9","72","0.736","152","0.605","85","0.271","0.534","0.569","10.6","4.9","2.9","0.6","0.3","1.2","15.4","13.5","18.4","6.7","120.9","114.3"
"","Kyle Filipowski","Uta","*","C","22.3","64","22.8","19","17.3","172","0.75","329","0.571","164","0.335","0.549","0.589","10.5","7","2.3","1","0.5","1.6","17.5","12.8","19.8","9.7","115.9","108.2"
"","Luke Kennard","Lal","*","G","29.7","15","23","15.1","12.2","13","0.923","51","0.706","49","0.49","0.72","0.738","10.4","2.5","1.9","0.5","0.1","0.9","12.9","12.3","14.8","6.4","134.5","113.2"
"","Nikola Vucevic","Bos","*","C","35.4","12","21.6","21.5","9.1","17","0.824","73","0.493","37","0.351","0.505","0.532","10.4","7.2","1.8","0.4","0.8","0.9","17.6","12.3","19.4","9.5","116.8","104.1"
"","Bilal Coulibaly","Was","*","G","21.6","44","26.3","18.3","14.1","135","0.733","232","0.487","153","0.288","0.465","0.514","10.4","4.3","2.6","1.4","0.9","1.4","14.7","13","17.3","7.4","105.7","115.2"
"","Pelle Larsson","Mia","*","G","25","55","25.1","16.1","13.9","154","0.779","265","0.581","151","0.318","0.543","0.591","10.4","3.4","3.3","0.7","0.3","1.2","13.8","13.7","17.1","7.8","121","109.6"
"","Khris Middleton","Was","","F","34.6","34","24.3","19.5","15.9","69","0.841","201","0.483","99","0.333","0.488","0.531","10.3","3.9","3.3","0.8","0.3","1.7","14.3","13.6","17.5","8.4","107.6","115.7"
"","Egor Demin","Bro","*","G","20","52","25.2","18.8","16.1","65","0.831","127","0.433","322","0.385","0.537","0.561","10.3","3.2","3.3","0.8","0.3","1.7","13.5","13.6","16.8","7.6","108.5","116"
"","Guerschon Yabusele","Chi","*","F","30.2","14","25.8","17.1","12","31","0.71","44","0.386","73","0.397","0.517","0.547","10.2","6.3","2.2","0.9","0.4","1.1","16.5","12.4","18.7","8.1","112.4","112.2"
"","D'Angelo Russell","Dal","*","G","30","26","19","26.1","17.4","60","0.717","120","0.508","112","0.295","0.476","0.511","10.2","2.3","4","0.5","0.1","1.9","12.5","14.2","16.5","9.6","101.7","113.6"
"","Harrison Barnes","San","*","F","33.8","60","26.9","14.9","10.1","97","0.845","177","0.554","295","0.376","0.56","0.594","10.2","2.9","2.1","0.7","0.2","0.9","13.1","12.3","15.1","5.9","121.3","112.8"
"","Jalen Smith","Chi","*","F-C","26","48","20.6","19.3","11","86","0.721","168","0.601","202","0.371","0.577","0.599","10.2","7","1.3","0.5","0.8","1","17.2","11.5","18.5","8.8","120.4","107.9"
"","Ausar Thompson","Det","*","G-F","23.1","57","25.6","17.4","15.1","161","0.578","440","0.534","22","0.273","0.528","0.545","10.2","5.9","2.9","1.9","0.9","1.4","16.1","13.1","19","8.7","115.5","101.2"
"","Aaron Wiggins","Okc","*","G","27.2","51","23.5","19.8","12.7","66","0.742","223","0.502","231","0.355","0.518","0.537","10.2","3.4","1.8","0.9","0.5","1.3","13.5","12","15.4","6.8","104.5","106.4"
"","Isaiah Hartenstein","Okc","*","C-F","27.9","36","25.4","16.7","21.7","92","0.609","239","0.653","6","0","0.637","0.645","10.2","9.2","3.5","1","0.8","1.9","19.4","13.7","22.9","10.9","129.6","97.1"
"","Marvin Bagley III","Was","","F","27","38","19.2","19","15.2","97","0.711","227","0.643","19","0.421","0.642","0.667","10.1","5.7","1.5","0.5","0.7","1.2","15.8","11.6","17.3","9.2","131.4","114.3"
"","Corey Kispert","Atl","*","F","27","25","20.5","18.9","10.2","40","0.875","83","0.59","110","0.355","0.557","0.594","10","2.5","1.7","0.2","0.2","0.9","12.5","11.7","14.2","6.8","115.8","116.7"
"","Royce O'Neale","Pho","*","F","32.8","65","29.3","14.5","14.8","30","0.7","98","0.48","443","0.402","0.58","0.586","10","4.9","2.8","1.2","0.4","1.4","14.9","12.8","17.7","7","115.2","109.5"
"","Isaiah Stewart","Det","*","F-C","24.8","53","23.3","16.2","13.7","122","0.754","256","0.625","115","0.339","0.589","0.623","10","5.1","1.2","0.3","1.6","1.1","15.1","11.1","16.3","6.8","123.1","102.7"
"","Zaccharie Risacher","Atl","*","F","20.9","51","24","17.8","9.5","65","0.585","232","0.526","215","0.353","0.528","0.536","10","3.7","1.3","0.9","0.5","0.9","13.7","11.3","15","6.1","105.8","110.2"
"","Landry Shamet","Nyk","*","G","29","41","22.6","16.3","7.6","66","0.727","82","0.585","221","0.403","0.599","0.619","10","1.8","1.5","0.5","0.2","0.6","11.8","11.5","13.3","5.3","126.1","112.1"
"","Neemias Queta","Bos","*","C","26.7","61","24.9","15","14.1","143","0.685","390","0.646","6","0","0.636","0.656","9.9","8.3","1.4","0.8","1.3","1.1","18.2","11.3","19.6","7.8","135.2","101.2"
"","Jakob Poeltl","Tor","*","C","30.4","29","25.4","14.3","18.8","62","0.645","177","0.701","0","0","0.701","0.705","9.9","7.5","2.1","0.9","0.7","1.4","17.4","12","19.5","8.5","132.7","102"
"","A.J. Green","Mil","*","G","26.5","60","29.5","13.3","9.7","41","0.805","46","0.5","418","0.407","0.599","0.611","9.8","2.5","1.9","0.5","0.1","0.8","12.3","11.7","14.2","4.9","116.9","116.3"
"","Bub Carrington","Was","*","G","20.6","64","27.6","17.5","21.4","85","0.729","230","0.413","322","0.391","0.514","0.534","9.8","3.6","4.6","0.7","0.2","2.3","13.5","14.4","18","7.9","102.7","119.1"
"","Jock Landale","Atl","*","C","30.4","13","19.2","18.6","6.9","24","0.625","53","0.566","41","0.415","0.59","0.603","9.7","4.2","1.5","0.4","0.6","0.5","13.9","11.2","15.4","8.2","129.2","110.4"
"","Zach Collins","Chi","*","F-C","28.3","10","18.4","19","13.5","20","0.7","43","0.651","21","0.429","0.648","0.666","9.7","5.6","1.5","0.2","0.4","1","15.3","11.2","16.8","9.4","128.2","109.7"
"","Ziaire Williams","Bro","*","F","24.5","46","22.9","17.8","11.8","101","0.871","118","0.585","224","0.33","0.526","0.58","9.7","2.5","1","1.2","0.4","1","12.2","10.7","13.2","5.1","111.8","113.6"
"","Dennis Schroder","Cle","*","G","32.5","14","23.7","20","19.1","39","0.872","78","0.436","36","0.306","0.443","0.515","9.6","2.2","4.4","1.1","0.3","1.9","11.9","14","16.2","7.6","105.9","113.9"
"","Leaky Black","Was","*","F","26.7","4","32.9","12.3","8","4","1","16","0.5","18","0.333","0.5","0.531","9.5","5.8","1","0.3","1","0.8","15.3","10.5","16.3","4.6","113.5","118.5"
"","Nick Richards","Chi","*","C","28.3","13","22.9","18.6","24.2","56","0.643","72","0.569","9","0.222","0.543","0.587","9.5","8.2","0.4","0.5","1.2","2","17.8","9.9","18.2","5.5","106.3","106.6"
"","Blake Hinson","Uta","*","F","26.2","8","20.8","14.8","3.4","4","0.5","14","0.571","42","0.452","0.652","0.649","9.4","2.4","0.8","0","0.1","0.3","11.8","10.1","12.5","5","130.1","119.2"
"","Micah Potter","Ind","*","C","27.9","32","19.6","17.3","13.1","66","0.879","80","0.625","118","0.407","0.616","0.665","9.4","4.7","1.5","0.5","0.4","0.9","14.2","10.9","15.7","8.3","127.7","110.8"
"","Jay Huff","Ind","*","C","28.5","65","20.9","17.7","10.5","82","0.817","179","0.726","299","0.314","0.567","0.592","9.4","3.9","1.4","0.5","1.9","0.9","13.3","10.7","14.7","7.1","115.5","109.7"
"","Marcus Smart","Lal","*","G","32","55","28.4","15.6","16.4","114","0.807","168","0.494","256","0.336","0.5","0.544","9.4","2.8","2.9","1.3","0.4","1.5","12.2","12.2","15.1","6","108.7","110.6"
"","Kyle Anderson","Mem","","F-G","32.5","4","22.3","13.7","26.6","8","0.75","18","0.778","1","1","0.816","0.821","9.3","3.5","0.8","1.5","1","1.8","12.8","10","13.5","5.3","121","104.6"
"","Jordan Miller","Lac","*","G","26.1","43","20.9","17.9","15.3","126","0.802","182","0.593","77","0.351","0.573","0.633","9.3","2.9","1.9","0.7","0.2","1.1","12.2","11.2","14.1","7.1","124.5","115.4"
"","T.J. McConnell","Ind","*","G","34","47","16.8","24","12.9","22","0.864","341","0.557","42","0.31","0.547","0.558","9.3","2.2","4.7","1.1","0.2","1.2","11.5","14","16.2","10.9","116.4","113.8"
"","Sam Hauser","Bos","*","F","28.3","62","24.6","14.9","6","14","0.929","74","0.527","414","0.391","0.578","0.584","9.3","3.9","1.5","0.5","0.3","0.5","13.2","10.8","14.7","6.2","124.9","111.8"
"","Corey Kispert","Was","","F","27","19","19.5","16.7","10.5","34","0.765","43","0.674","76","0.395","0.622","0.649","9.2","2.3","1.7","0.4","0.2","0.7","11.5","10.8","13.2","6.8","126.7","122.7"
"","Cam Whitmore","Was","*","F","21.7","21","16.9","23.6","9.6","31","0.742","113","0.54","56","0.286","0.503","0.528","9.2","2.8","0.7","0.7","0.4","0.9","12","9.9","12.7","6.2","104.8","119.4"
"","Svi Mykhailiuk","Uta","*","G-F","28.8","48","23.4","14.4","10.3","28","0.893","118","0.619","221","0.403","0.609","0.623","9.1","2.5","1.9","0.5","0.1","0.8","11.6","11","13.5","6","121.8","122.4"
"","Seth Curry","Gol","*","G","35.5","3","14.7","15.6","0","3","1","8","0.75","7","0.571","0.8","0.827","9","1.7","2","0.7","0","0","10.7","11","12.7","8.5","176.5","113.2"
"","Vit Krejci","Atl","","G","25.7","46","22.3","14.4","8.8","36","0.75","70","0.6","239","0.423","0.626","0.637","9","2.1","1.5","0.8","0.3","0.7","11.1","10.5","12.6","5.5","121.4","110"
"","Isaac Okoro","Chi","*","F-G","25.1","55","26.9","13.6","9.4","98","0.796","206","0.563","189","0.328","0.529","0.566","9","2.7","1.6","0.7","0.4","0.7","11.7","10.6","13.3","5","117.3","113.9"
"","Tristan da Silva","Orl","*","F","24.8","58","23.6","15.8","9.6","45","0.867","206","0.5","238","0.391","0.546","0.565","9","3.7","1.4","0.9","0.3","0.8","12.7","10.5","14.2","6.1","113","110.8"
"","Danny Wolf","Bro","*","F","21.8","51","20.6","20.5","13.5","95","0.768","203","0.488","188","0.324","0.487","0.524","8.9","4.8","2.3","0.5","0.6","1.2","13.7","11.2","15.9","9","108.3","110.4"
"","Jordan Goodwin","Pho","*","G","27.4","55","22.2","18.2","10.3","43","0.721","210","0.467","242","0.36","0.506","0.518","8.9","4.7","2.2","1.5","0.2","0.9","13.5","11.1","15.7","8.1","115.7","107.9"
"","Davion Mitchell","Mia","*","G","27.5","55","28.3","13.3","17.6","56","0.661","241","0.523","161","0.41","0.56","0.571","8.9","2.6","6.7","1.1","0.2","1.6","11.5","15.6","18.2","7.6","121.2","108.1"
"","Jake LaRavia","Lal","*","F","24.4","65","25.5","15.1","13.2","134","0.761","235","0.583","213","0.319","0.533","0.572","8.9","3.9","1.9","1.2","0.4","1","12.9","10.8","14.8","6.3","119","110.3"
"","Ousmane Dieng","Mil","*","F","22.8","14","22.9","17.7","12.9","10","0.7","46","0.478","62","0.387","0.537","0.547","8.8","4.2","2.5","0.7","0.4","1.1","13","11.3","15.5","7.9","109.7","113.6"
"","Herbert Jones","Nor","*","F","27.4","43","28.7","15.1","13.4","50","0.82","174","0.489","195","0.287","0.458","0.485","8.8","3.5","2.8","1.7","0.5","1.3","12.3","11.6","15.1","6.2","102.8","111.2"
